../images/samples/negative/n04019541_15441.jpg 1 4 5 490 493
../images/samples/negative/n04019541_1234.jpg 1 89 358 19 18
../images/samples/negative/n04019541_2529.jpg 1 202 319 18 11
../images/samples/negative/n04019541_26807.jpg 1 118 254 7 7
../images/samples/negative/n04019541_26277.jpg 1 364 81 11 11
../images/samples/negative/n04019541_5777.jpg 2 6 9 202 198 216 5 216 226
../images/samples/negative/n04019541_10879.jpg 1 157 19 212 216
../images/samples/negative/n04019541_5694.jpg 1 0 39 154 121
../images/samples/negative/n04019541_27937.jpg 1 198 182 11 8
../images/samples/negative/n04019541_6003.jpg 1 0 3 236 239
../images/samples/negative/n04019541_30193.jpg 2 181 138 192 188 1 157 180 191
../images/samples/negative/n04019541_1387.jpg 1 52 49 411 394
../images/samples/negative/n04019541_6028.jpg 1 396 281 19 21
../images/samples/negative/n04019541_28387.jpg 1 95 38 331 319
../images/samples/negative/n04019541_26440.jpg 1 16 263 12 8
../images/samples/negative/n04019541_4610.jpg 1 1 0 221 224
../images/samples/negative/n04019541_4851.jpg 1 13 12 117 117
../images/samples/negative/n04019541_25787.jpg 1 156 260 16 12
../images/samples/negative/n04019541_27389.jpg 1 192 161 26 14
../images/samples/negative/n04019541_1771.jpg 2 201 65 123 102 33 131 142 127
../images/samples/negative/n04019541_15813.jpg 1 206 253 16 14
../images/samples/negative/n04019541_20289.jpg 1 2 10 497 364
../images/samples/negative/n04019541_6264.jpg 1 0 0 498 498
../images/samples/negative/n04019541_7594.jpg 1 42 14 398 469
../images/samples/negative/n04019541_27398.jpg 1 118 240 10 13
../images/samples/negative/n04019541_539.jpg 1 72 60 113 109
../images/samples/negative/n04019541_4621.jpg 1 188 402 20 17
../images/samples/negative/n04019541_4732.jpg 1 93 309 20 13
../images/samples/negative/n04019541_4176.jpg 1 39 80 83 84
../images/samples/negative/n04019541_19718.jpg 1 89 262 15 11
../images/samples/negative/n04019541_21108.jpg 1 55 4 371 370
../images/samples/negative/n04019541_8777.jpg 1 60 18 355 330
../images/samples/negative/n04019541_899.jpg 1 0 0 459 320
../images/samples/negative/n04019541_1548.jpg 1 189 411 16 17
../images/samples/negative/n04019541_14416.jpg 1 2 1 493 491
../images/samples/negative/n04019541_29963.jpg 1 286 175 43 21
../images/samples/negative/n04019541_28004.jpg 1 181 272 90 61
../images/samples/negative/n04019541_6431.jpg 1 102 251 60 49
../images/samples/negative/n04019541_29145.jpg 1 319 233 12 9
../images/samples/negative/n04019541_26514.jpg 1 227 150 8 6
../images/samples/negative/n04019541_5835.jpg 2 341 9 291 292 16 3 295 304
../images/samples/negative/n04019541_19630.jpg 1 52 166 11 12
../images/samples/negative/n04019541_894.jpg 1 405 111 27 24
../images/samples/negative/n04019541_26382.jpg 1 230 179 57 54
../images/samples/negative/n04019541_28066.jpg 1 242 444 17 13
../images/samples/negative/n04019541_28040.jpg 2 98 91 156 82 100 163 188 168
../images/samples/negative/n04019541_1902.jpg 1 25 27 439 444
../images/samples/negative/n04019541_329.jpg 1 80 30 343 322
../images/samples/negative/n04019541_23720.jpg 1 110 91 112 85
../images/samples/negative/n04019541_3932.jpg 2 15 8 43 41 92 65 53 59
../images/samples/negative/n04019541_1615.jpg 1 74 12 351 353
../images/samples/negative/n04019541_32737.jpg 1 16 13 442 445
../images/samples/negative/n04019541_10594.jpg 1 222 0 277 254
../images/samples/negative/n04019541_28214.jpg 2 0 165 193 193 193 156 180 189
../images/samples/negative/n04019541_30932.jpg 1 188 129 150 113
../images/samples/negative/n04019541_14278.jpg 1 36 23 191 187
../images/samples/negative/n04019541_7033.jpg 1 20 19 161 154
../images/samples/negative/n04019541_1373.jpg 2 225 123 162 97 86 35 155 159
../images/samples/negative/n04019541_9683.jpg 1 136 165 8 12
../images/samples/negative/n04019541_134.jpg 1 56 4 392 436
../images/samples/negative/n04019541_28723.jpg 2 182 163 174 175 16 165 166 167
../images/samples/negative/n04019541_27353.jpg 1 95 2 325 317
../images/samples/negative/n04019541_14949.jpg 1 103 350 18 14
../images/samples/negative/n04019541_27.jpg 1 279 263 22 16
../images/samples/negative/n04019541_11164.jpg 4 68 66 79 57 15 242 83 70 182 465 93 33 186 0 64 26
../images/samples/negative/n04019541_26148.jpg 5 36 85 303 289 233 28 239 262 364 78 135 252 0 74 146 254 110 3 189 89
../images/samples/negative/n04019541_506.jpg 1 356 251 14 10
../images/samples/negative/n04019541_15613.jpg 1 161 282 19 11
../images/samples/negative/n04019541_5128.jpg 1 11 12 233 229
../images/samples/negative/n04019541_28304.jpg 1 66 30 296 296
../images/samples/negative/n04019541_796.jpg 1 216 438 25 13
../images/samples/negative/n04019541_26734.jpg 1 325 290 12 25
../images/samples/negative/n04019541_14631.jpg 1 75 82 135 130
../images/samples/negative/n04019541_25829.jpg 1 50 331 16 12
../images/samples/negative/n04019541_5725.jpg 1 52 44 384 384
../images/samples/negative/n04019541_12603.jpg 1 106 3 294 253
../images/samples/negative/n04019541_28462.jpg 1 336 188 10 7
../images/samples/negative/n04019541_15867.jpg 1 231 139 133 111
../images/samples/negative/n04019541_1276.jpg 1 476 280 17 12
../images/samples/negative/n04019541_3257.jpg 1 8 0 487 498
../images/samples/negative/n04019541_305.jpg 1 173 94 170 155
../images/samples/negative/n04019541_424.jpg 1 195 376 85 66
../images/samples/negative/n04019541_9369.jpg 1 34 46 140 124
../images/samples/negative/n04019541_28026.jpg 1 396 221 12 7
../images/samples/negative/n04019541_30019.jpg 1 102 200 310 214
../images/samples/negative/n04019541_23847.jpg 1 140 147 102 101
../images/samples/negative/n04019541_287.jpg 1 53 316 17 19
../images/samples/negative/n04019541_1704.jpg 1 12 12 502 498
../images/samples/negative/n04019541_27593.jpg 1 189 324 44 35
../images/samples/negative/n04019541_507.jpg 1 13 13 136 131
../images/samples/negative/n04019541_29637.jpg 1 74 12 305 296
../images/samples/negative/n04019541_30020.jpg 1 266 221 71 53
../images/samples/negative/n04019541_21829.jpg 1 245 239 11 6
../images/samples/negative/n04019541_9190.jpg 1 154 162 145 160
../images/samples/negative/n04019541_10125.jpg 1 28 36 162 116
../images/samples/negative/n04019541_26303.jpg 1 397 277 17 17
../images/samples/negative/n04019541_3337.jpg 1 20 27 200 209
../images/samples/negative/n04019541_21451.jpg 2 296 421 17 10 218 383 13 5
../images/samples/negative/n04019541_31870.jpg 1 15 16 467 466
../images/samples/negative/n04019541_24151.jpg 1 316 347 19 15
../images/samples/negative/n04019541_30185.jpg 2 2 114 497 217 0 3 499 157
../images/samples/negative/n04019541_26899.jpg 1 300 279 20 10
../images/samples/negative/n04019541_25029.jpg 1 77 103 70 65
../images/samples/negative/n04019541_26831.jpg 1 113 53 273 271
../images/samples/negative/n04019541_26576.jpg 3 42 4 342 322 366 84 133 164 0 80 69 174
../images/samples/negative/n04019541_13175.jpg 1 272 79 93 60
../images/samples/negative/n04019541_15746.jpg 1 99 31 341 324
../images/samples/negative/n04019541_1395.jpg 1 72 27 366 345
../images/samples/negative/n04019541_28781.jpg 1 297 269 20 19
../images/samples/negative/n04019541_15990.jpg 1 203 187 77 48
../images/samples/negative/n04019541_21469.jpg 2 142 268 12 8 37 228 8 5
../images/samples/negative/n04019541_33649.jpg 3 177 119 98 86 183 201 92 73 168 168 18 59
../images/samples/negative/n04019541_15261.jpg 5 170 302 10 4 167 279 12 7 185 271 13 4 87 250 11 8 206 239 11 8
../images/samples/negative/n04019541_29230.jpg 1 18 21 458 457
../images/samples/negative/n04019541_9113.jpg 1 2 20 87 47
../images/samples/negative/n04019541_6368.jpg 1 18 52 290 251
../images/samples/negative/n04019541_9959.jpg 1 6 37 262 217
../images/samples/negative/n04019541_6897.jpg 1 15 5 282 289
../images/samples/negative/n04019541_21607.jpg 1 33 62 371 359
../images/samples/negative/n04019541_3470.jpg 1 402 258 22 15
../images/samples/negative/n04019541_28695.jpg 1 405 261 10 10
../images/samples/negative/n04019541_1420.jpg 1 215 389 23 13
../images/samples/negative/n04019541_19277.jpg 1 0 57 310 381
../images/samples/negative/n04019541_6228.jpg 1 302 420 21 13
../images/samples/negative/n04019541_6876.jpg 1 726 230 1948 1935
../images/samples/negative/n04019541_3292.jpg 1 63 156 43 36
../images/samples/negative/n04019541_15719.jpg 1 24 28 254 254
../images/samples/negative/n04019541_24275.jpg 1 108 19 308 299
../images/samples/negative/n04019541_15983.jpg 1 100 275 14 8
../images/samples/negative/n04019541_6759.jpg 1 270 283 27 16
../images/samples/negative/n04019541_3612.jpg 1 260 141 64 40
../images/samples/negative/n04019541_393.jpg 1 20 7 409 357
../images/samples/negative/n04019541_26372.jpg 1 80 105 66 67
../images/samples/negative/n04019541_7662.jpg 1 191 112 137 136
../images/samples/negative/n04019541_16513.jpg 1 6 3 485 480
../images/samples/negative/n04019541_13613.jpg 1 325 311 18 17
../images/samples/negative/n04019541_26513.jpg 1 125 285 40 52
../images/samples/negative/n04019541_14055.jpg 1 92 78 322 255
../images/samples/negative/n04019541_6474.jpg 1 150 67 190 203
../images/samples/negative/n04019541_25023.jpg 1 70 121 257 254
../images/samples/negative/n04019541_29284.jpg 1 104 304 19 15
../images/samples/negative/n04019541_9604.jpg 1 113 49 173 180
../images/samples/negative/n04019541_15871.jpg 1 99 276 12 12
../images/samples/negative/n04019541_25522.jpg 1 90 153 10 11
../images/samples/negative/n04019541_22464.jpg 1 60 46 353 357
../images/samples/negative/n04019541_23927.jpg 1 73 80 49 44
../images/samples/negative/n04019541_19205.jpg 2 219 72 216 202 37 75 204 201
../images/samples/negative/n04019541_5478.jpg 2 9 90 173 175 142 90 203 211
../images/samples/negative/n04019541_1987.jpg 1 106 66 459 458
../images/samples/negative/n04019541_23070.jpg 3 79 29 348 333 2 27 84 298 139 1 170 28
../images/samples/negative/n04019541_10155.jpg 1 18 8 292 300
../images/samples/negative/n04019541_8555.jpg 2 3 3 246 247 254 5 240 242
../images/samples/negative/n04019541_346.jpg 1 404 166 11 10
../images/samples/negative/n04019541_31462.jpg 1 50 16 393 358
../images/samples/negative/n04019541_9793.jpg 1 0 1 279 278
../images/samples/negative/n04019541_392.jpg 1 8 4 456 464
../images/samples/negative/n04019541_26215.jpg 1 197 208 13 11
../images/samples/negative/n04019541_9110.jpg 1 149 35 324 338
../images/samples/negative/n04019541_15857.jpg 1 97 446 16 7
../images/samples/negative/n04019541_26967.jpg 1 163 255 42 43
../images/samples/negative/n04019541_6601.jpg 1 155 320 19 8
../images/samples/negative/n04019541_26774.jpg 1 213 198 16 11
../images/samples/negative/n04019541_9610.jpg 1 310 289 13 7
../images/samples/negative/n04019541_21872.jpg 1 35 400 27 25
../images/samples/negative/n04019541_19597.jpg 1 100 307 15 16
../images/samples/negative/n04019541_28279.jpg 1 425 272 16 16
../images/samples/negative/n04019541_26803.jpg 1 431 305 12 7
../images/samples/negative/n04019541_30127.jpg 1 81 31 242 231
../images/samples/negative/n04019541_348.jpg 1 137 313 25 12
../images/samples/negative/n04019541_33265.jpg 1 87 0 364 361
../images/samples/negative/n04019541_11639.jpg 1 269 117 107 77
../images/samples/negative/n04019541_1873.jpg 1 298 308 14 10
../images/samples/negative/n04019541_25534.jpg 1 140 179 156 157
../images/samples/negative/n04019541_4232.jpg 1 97 129 200 159
../images/samples/negative/n04019541_1800.jpg 1 12 141 109 81
../images/samples/negative/n04019541_26585.jpg 1 190 236 12 9
../images/samples/negative/n04019541_6037.jpg 1 4 8 253 247
../images/samples/negative/n04019541_28002.jpg 1 388 288 18 9
../images/samples/negative/n04019541_458.jpg 1 38 91 220 217
../images/samples/negative/n04019541_8877.jpg 1 1 2 222 221
../images/samples/negative/n04019541_12853.jpg 1 41 0 334 315
../images/samples/negative/n04019541_23530.jpg 1 29 57 282 142
../images/samples/negative/n04019541_15028.jpg 1 119 135 159 92
../images/samples/negative/n04019541_2894.jpg 1 318 409 27 12
../images/samples/negative/n04019541_26473.jpg 1 304 201 78 56
../images/samples/negative/n04019541_32804.jpg 1 88 9 336 323
../images/samples/negative/n04019541_20702.jpg 1 93 24 321 316
../images/samples/negative/n04019541_26393.jpg 1 150 270 86 101
../images/samples/negative/n04019541_25617.jpg 1 125 358 18 14
../images/samples/negative/n04019541_27336.jpg 1 63 231 20 20
../images/samples/negative/n04019541_25305.jpg 1 347 295 11 9
../images/samples/negative/n04019541_4181.jpg 1 53 38 384 394
../images/samples/negative/n04019541_17896.jpg 1 26 120 340 338
../images/samples/negative/n04019541_1918.jpg 1 44 220 13 14
../images/samples/negative/n04019541_2091.jpg 1 0 20 88 49
../images/samples/negative/n04019541_7039.jpg 1 309 341 26 21
../images/samples/negative/n04019541_272.jpg 1 23 41 360 353
../images/samples/negative/n04019541_3042.jpg 1 469 328 1494 1519
../images/samples/negative/n04019541_24426.jpg 1 147 75 218 203
